Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,team_id,game_id
Aaliyah Edwards,30:26:00,4,6,0.667,0,0,,1,2,0.5,2,6,3,2,1,0,1,9,0,WAS,202406090NYL
Karlie Samuelson,25:34:00,2,6,0.333,1,4,0.25,0,0,,0,1,2,0,0,2,6,5,-5,WAS,202406090NYL
Julie Vanloo,22:55,2,6,0.333,2,4,0.5,2,2,1,0,0,4,0,0,1,3,8,-16,WAS,202406090NYL
Stefanie Dolson,20:51,3,6,0.5,0,1,0,1,1,1,0,2,3,1,1,2,3,7,-16,WAS,202406090NYL
Breanna Stewart,36:16:00,4,14,0.286,0,5,0,6,6,1,1,7,3,3,0,3,5,14,0,NYL,202406090NYL
Sabrina Ionescu,34:23:00,7,13,0.538,3,4,0.75,2,3,0.667,2,6,8,1,0,8,2,19,7,NYL,202406090NYL
Betnijah Laney,32:58:00,0,1,0,0,0,,5,5,1,2,10,6,1,0,7,3,5,10,NYL,202406090NYL
Jonquel Jones,32:33:00,11,15,0.733,3,5,0.6,4,4,1,3,8,3,0,2,2,1,29,7,NYL,202406090NYL
Kayla Thornton,17:28,1,5,0.2,0,2,0,0,0,,3,4,0,1,1,0,0,2,-3,NYL,202406090NYL
Aliyah Boston,33:21:00,5,11,0.455,0,0,,4,6,0.667,3,12,5,1,1,0,3,14,-11,IND,202406100CON
Caitlin Clark,21:58,3,8,0.375,2,5,0.4,2,2,1,0,0,2,1,0,3,4,10,-30,IND,202406100CON
Kelsey Mitchell,20:13,3,8,0.375,1,4,0.25,2,2,1,1,2,1,0,0,2,1,9,-15,IND,202406100CON
NaLyssa Smith,19:14,1,6,0.167,0,0,,0,0,,0,3,3,0,1,0,2,2,-23,IND,202406100CON
Kristy Wallace,17:18,2,4,0.5,1,2,0.5,0,0,,0,0,1,0,0,2,1,5,-20,IND,202406100CON
DiJonai Carrington,28:52:00,7,11,0.636,1,2,0.5,7,9,0.778,1,6,3,3,0,0,3,22,17,CON,202406100CON
Tyasha Harris,28:51:00,2,8,0.25,1,3,0.333,6,6,1,0,0,4,0,0,1,0,11,13,CON,202406100CON
Alyssa Thomas,27:23:00,3,4,0.75,0,0,,1,2,0.5,5,18,7,2,0,6,3,7,20,CON,202406100CON
DeWanna Bonner,22:08,7,12,0.583,3,4,0.75,0,0,,2,3,0,2,0,0,0,17,9,CON,202406100CON
Brionna Jones,18:52,5,11,0.455,1,1,1,0,0,,2,3,4,0,1,0,1,11,11,CON,202406100CON
Stefanie Dolson,29:01:00,2,6,0.333,2,3,0.667,1,2,0.5,0,5,2,0,2,3,1,7,23,WAS,202406110ATL
Ariel Atkins,27:57:00,6,10,0.6,3,3,1,3,4,0.75,0,4,5,2,1,1,1,18,8,WAS,202406110ATL
Karlie Samuelson,24:32:00,2,8,0.25,1,4,0.25,0,0,,0,6,4,0,0,0,1,5,13,WAS,202406110ATL
Aaliyah Edwards,20:16,1,2,0.5,0,0,,2,2,1,1,6,0,0,0,0,4,4,10,WAS,202406110ATL
Brittney Sykes,14:28,7,12,0.583,4,6,0.667,0,0,,0,3,4,0,0,1,0,18,20,WAS,202406110ATL
Rhyne Howard,30:23:00,5,8,0.625,4,7,0.571,2,3,0.667,0,2,0,0,0,2,2,16,-16,ATL,202406110ATL
Allisha Gray,30:08:00,3,10,0.3,1,4,0.25,2,2,1,0,5,5,0,1,1,4,9,-9,ATL,202406110ATL
Tina Charles,27:01:00,6,14,0.429,0,0,,0,1,0,4,9,3,0,0,2,1,12,-6,ATL,202406110ATL
Haley Jones,17:42,0,2,0,0,1,0,0,2,0,0,2,3,0,0,1,2,0,-7,ATL,202406110ATL
Cheyenne Parker,17:37,2,6,0.333,0,0,,0,0,,1,1,0,0,0,1,1,4,-11,ATL,202406110ATL
Kayla McBride,34:10:00,5,9,0.556,2,3,0.667,4,4,1,1,4,8,2,0,1,1,16,15,MIN,202406110LVA
Napheesa Collier,28:18:00,4,13,0.308,2,7,0.286,4,5,0.8,1,6,6,0,2,2,3,14,11,MIN,202406110LVA
Alanna Smith,26:17:00,7,9,0.778,4,6,0.667,0,2,0,2,4,3,1,1,0,0,18,11,MIN,202406110LVA
Bridget Carleton,26:08:00,5,7,0.714,5,7,0.714,0,0,,0,5,1,2,0,1,0,15,11,MIN,202406110LVA
Courtney Williams,24:19:00,7,12,0.583,1,2,0.5,0,0,,0,4,9,2,0,1,4,15,16,MIN,202406110LVA
Kelsey Plum,34:35:00,4,13,0.308,3,11,0.273,2,4,0.5,0,2,4,1,0,2,3,13,-10,LVA,202406110LVA
A'ja Wilson,32:58:00,9,18,0.5,1,2,0.5,9,10,0.9,2,8,3,2,0,1,3,28,-6,LVA,202406110LVA
Alysha Clark,26:46:00,2,3,0.667,2,3,0.667,0,0,,0,4,1,0,0,3,4,6,-11,LVA,202406110LVA
Jackie Young,21:59,3,8,0.375,0,4,0,0,0,,0,2,4,0,0,2,2,6,-14,LVA,202406110LVA
Kiah Stokes,18:54,0,2,0,0,2,0,2,4,0.5,1,9,1,0,0,0,1,2,-15,LVA,202406110LVA
Dearica Hamby,35:37:00,7,16,0.438,2,4,0.5,0,1,0,0,11,5,0,0,0,4,16,-10,LAS,202406110SEA
Cameron Brink,18:52,2,7,0.286,0,0,,3,3,1,1,4,1,1,4,2,2,7,-14,LAS,202406110SEA
Rickea Jackson,15:42,1,8,0.125,0,1,0,1,2,0.5,1,1,0,0,0,0,0,3,-8,LAS,202406110SEA
Layshia Clarendon,12:50,3,4,0.75,0,0,,0,0,,1,1,1,0,0,2,3,6,-5,LAS,202406110SEA
Kia Nurse,3:56,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-4,LAS,202406110SEA
Jewell Loyd,31:58:00,8,19,0.421,1,6,0.167,4,6,0.667,2,6,2,0,2,1,3,21,11,SEA,202406110SEA
Skylar Diggins-Smith,31:06:00,7,14,0.5,1,3,0.333,4,4,1,1,5,6,0,0,1,3,19,23,SEA,202406110SEA
Nneka Ogwumike,29:23:00,11,15,0.733,1,1,1,3,4,0.75,2,8,1,0,2,1,3,26,16,SEA,202406110SEA
Ezi Magbegor,25:11:00,3,10,0.3,0,1,0,2,2,1,6,13,4,0,3,3,4,8,21,SEA,202406110SEA
Victoria Vivians,17:28,1,4,0.25,0,1,0,0,0,,0,2,1,2,2,0,2,2,8,SEA,202406110SEA
Alyssa Thomas,40:00:00,9,13,0.692,0,0,,2,2,1,1,7,4,6,0,6,2,20,8,CON,202406120CHI
DeWanna Bonner,33:46:00,4,16,0.25,0,7,0,8,9,0.889,0,8,3,1,0,2,3,16,16,CON,202406120CHI
Tyasha Harris,31:51:00,4,7,0.571,2,3,0.667,3,4,0.75,2,4,7,2,0,1,2,13,7,CON,202406120CHI
DiJonai Carrington,24:51:00,2,7,0.286,1,2,0.5,4,4,1,1,2,1,0,1,1,2,9,3,CON,202406120CHI
Brionna Jones,24:38:00,7,12,0.583,0,0,,4,5,0.8,3,4,0,1,0,1,4,18,15,CON,202406120CHI
Angel Reese,36:28:00,8,10,0.8,0,0,,4,4,1,4,10,1,2,0,4,5,20,-7,CHI,202406120CHI
Marina Mabrey,34:38:00,3,13,0.231,2,7,0.286,2,3,0.667,1,6,5,1,3,2,3,10,-7,CHI,202406120CHI
Kamilla Cardoso,29:51:00,3,7,0.429,0,0,,4,4,1,3,9,0,0,3,3,2,10,-19,CHI,202406120CHI
Diamond DeShields,23:02,3,7,0.429,2,4,0.5,1,2,0.5,0,2,1,0,1,0,1,9,-11,CHI,202406120CHI
Dana Evans,23:02,2,4,0.5,1,1,1,0,0,,0,1,5,1,0,1,2,5,-11,CHI,202406120CHI
Ezi Magbegor,34:48:00,4,11,0.364,0,1,0,2,2,1,4,10,3,4,2,1,2,10,9,SEA,202406130DAL
Jewell Loyd,33:13:00,8,16,0.5,1,6,0.167,2,2,1,0,0,6,4,2,3,2,19,4,SEA,202406130DAL
Skylar Diggins-Smith,32:53:00,8,15,0.533,2,4,0.5,3,4,0.75,0,3,6,2,0,3,3,21,6,SEA,202406130DAL
Nneka Ogwumike,29:45:00,7,13,0.538,1,2,0.5,2,2,1,1,6,2,2,0,1,4,17,-3,SEA,202406130DAL
Victoria Vivians,15:09,1,3,0.333,1,3,0.333,0,0,,0,1,2,0,1,1,3,3,2,SEA,202406130DAL
Monique Billings,38:46:00,3,10,0.3,0,0,,4,4,1,3,7,3,1,1,6,0,10,-7,DAL,202406130DAL
Maddy Siegrist,38:39:00,7,15,0.467,0,1,0,2,2,1,0,1,2,0,0,1,0,16,-9,DAL,202406130DAL
Arike Ogunbowale,35:43:00,8,19,0.421,5,9,0.556,3,3,1,2,6,5,2,1,6,5,24,-12,DAL,202406130DAL
Teaira McCowan,26:12:00,6,7,0.857,0,0,,7,8,0.875,2,10,2,1,3,0,3,19,-1,DAL,202406130DAL
Sevgi Uzun,22:05,1,4,0.25,0,2,0,0,0,,1,1,5,0,3,4,2,2,-8,DAL,202406130DAL
Allisha Gray,33:37:00,5,11,0.455,1,3,0.333,1,4,0.25,2,5,1,0,1,0,4,12,-11,ATL,202406130IND
Haley Jones,32:40:00,4,10,0.4,0,1,0,2,2,1,0,3,3,0,0,3,0,10,-2,ATL,202406130IND
Rhyne Howard,28:14:00,7,15,0.467,6,10,0.6,6,6,1,1,2,1,2,0,0,3,26,6,ATL,202406130IND
Nia Coffey,23:15,0,6,0,0,4,0,4,4,1,1,4,5,0,1,1,4,4,-9,ATL,202406130IND
Tina Charles,15:51,1,4,0.25,0,1,0,0,0,,2,6,0,0,0,0,3,2,-11,ATL,202406130IND
Caitlin Clark,34:37:00,3,11,0.273,1,6,0.167,0,0,,1,4,6,0,2,7,1,7,2,IND,202406130IND
Aliyah Boston,34:24:00,12,21,0.571,0,1,0,3,3,1,5,13,2,1,0,1,3,27,10,IND,202406130IND
Kelsey Mitchell,31:37:00,7,14,0.5,3,7,0.429,7,7,1,1,2,2,2,0,1,2,24,4,IND,202406130IND
Kristy Wallace,23:41,2,7,0.286,2,4,0.5,0,0,,1,3,2,1,2,1,2,6,4,IND,202406130IND
NaLyssa Smith,17:17,3,8,0.375,0,1,0,4,5,0.8,1,5,1,0,1,0,3,10,2,IND,202406130IND
Alysha Clark,34:39:00,2,3,0.667,1,2,0.5,2,2,1,0,4,2,2,0,3,2,7,14,LVA,202406130PHO
A'ja Wilson,34:19:00,10,17,0.588,1,1,1,11,11,1,6,15,2,1,2,3,3,32,3,LVA,202406130PHO
Jackie Young,33:56:00,11,23,0.478,7,13,0.538,5,6,0.833,4,8,4,1,0,3,2,34,11,LVA,202406130PHO
Kelsey Plum,32:26:00,5,16,0.313,2,9,0.222,4,4,1,1,3,5,0,0,2,1,16,5,LVA,202406130PHO
Kiah Stokes,11:54,0,1,0,0,0,,0,0,,0,2,0,1,0,0,4,0,-1,LVA,202406130PHO
Natasha Cloud,34:45:00,4,9,0.444,0,3,0,0,0,,2,3,6,1,1,1,2,8,4,PHO,202406130PHO
Brittney Griner,32:18:00,10,17,0.588,0,0,,5,7,0.714,1,9,2,0,2,2,2,25,-6,PHO,202406130PHO
Diana Taurasi,31:38:00,8,14,0.571,3,7,0.429,3,3,1,0,1,4,0,0,4,6,22,-7,PHO,202406130PHO
Kahleah Copper,30:17:00,6,16,0.375,1,6,0.167,5,5,1,0,4,5,2,0,2,6,18,-11,PHO,202406130PHO
Rebecca Allen,23:50,2,4,0.5,0,2,0,0,0,,0,2,1,0,1,1,3,4,-3,PHO,202406130PHO
Dearica Hamby,40:00:00,7,13,0.538,1,3,0.333,1,2,0.5,2,11,2,3,1,2,3,16,-5,LAS,202406140MIN
Rickea Jackson,30:17:00,6,10,0.6,0,1,0,7,8,0.875,3,10,3,1,0,4,3,19,-2,LAS,202406140MIN
Kia Nurse,18:15,3,8,0.375,2,4,0.5,0,0,,1,1,1,0,0,1,1,8,1,LAS,202406140MIN
Cameron Brink,17:47,0,6,0,0,2,0,0,0,,1,4,1,2,0,4,4,0,-3,LAS,202406140MIN
Layshia Clarendon,12:23,0,2,0,0,1,0,2,2,1,0,1,2,1,0,1,0,2,-2,LAS,202406140MIN
Napheesa Collier,37:28:00,11,22,0.5,0,6,0,8,9,0.889,2,6,2,8,2,2,2,30,4,MIN,202406140MIN
Bridget Carleton,36:46:00,4,7,0.571,3,6,0.5,0,0,,1,3,2,3,0,0,3,11,9,MIN,202406140MIN
Courtney Williams,31:32:00,6,11,0.545,2,3,0.667,1,2,0.5,0,8,10,4,1,1,3,15,12,MIN,202406140MIN
Kayla McBride,29:48:00,2,8,0.25,1,6,0.167,2,2,1,0,0,2,0,0,4,2,7,5,MIN,202406140MIN
Alanna Smith,26:43:00,4,7,0.571,0,2,0,4,5,0.8,2,7,3,1,3,5,5,12,7,MIN,202406140MIN
Marina Mabrey,34:10:00,2,4,0.5,1,2,0.5,0,2,0,0,4,3,1,0,1,4,5,-10,CHI,202406140WAS
Angel Reese,32:14:00,3,10,0.3,0,0,,4,4,1,3,14,2,1,0,1,4,10,5,CHI,202406140WAS
Kamilla Cardoso,24:01:00,4,5,0.8,0,0,,4,6,0.667,3,4,2,0,0,2,4,12,-1,CHI,202406140WAS
Dana Evans,20:48,5,11,0.455,2,2,1,2,2,1,1,1,2,1,0,1,2,14,-18,CHI,202406140WAS
Diamond DeShields,9:34,1,6,0.167,0,2,0,0,0,,0,0,0,0,1,0,0,2,2,CHI,202406140WAS
Karlie Samuelson,32:21:00,4,10,0.4,2,6,0.333,2,2,1,0,1,2,1,0,4,2,12,-4,WAS,202406140WAS
Ariel Atkins,30:05:00,9,13,0.692,2,5,0.4,9,9,1,1,3,3,0,0,4,3,29,8,WAS,202406140WAS
Stefanie Dolson,29:24:00,2,11,0.182,1,7,0.143,0,0,,2,6,5,1,1,0,6,5,-5,WAS,202406140WAS
Aaliyah Edwards,28:53:00,6,7,0.857,0,0,,4,5,0.8,1,9,2,1,3,2,6,16,8,WAS,202406140WAS
Julie Vanloo,23:54,3,8,0.375,2,5,0.4,0,0,,0,2,4,1,0,3,1,8,2,WAS,202406140WAS
Alyssa Thomas,29:12:00,5,7,0.714,0,0,,3,4,0.75,3,9,9,0,0,1,4,13,20,CON,202406150DAL
DeWanna Bonner,29:03:00,3,10,0.3,2,3,0.667,0,0,,0,8,1,2,1,1,1,8,14,CON,202406150DAL
Brionna Jones,28:15:00,3,9,0.333,0,0,,6,6,1,1,8,1,3,0,1,3,12,10,CON,202406150DAL
Tyasha Harris,25:59:00,4,9,0.444,2,5,0.4,0,0,,0,1,4,0,0,2,2,10,14,CON,202406150DAL
DiJonai Carrington,24:27:00,5,10,0.5,0,2,0,4,6,0.667,1,1,1,1,1,1,1,14,18,CON,202406150DAL
Maddy Siegrist,39:01:00,6,13,0.462,0,2,0,4,4,1,0,3,0,0,0,2,0,16,-16,DAL,202406150DAL
Arike Ogunbowale,34:40:00,2,15,0.133,1,6,0.167,6,7,0.857,2,3,5,1,0,1,5,11,-10,DAL,202406150DAL
Monique Billings,30:26:00,2,5,0.4,0,0,,0,0,,1,7,2,0,0,3,4,4,-6,DAL,202406150DAL
Teaira McCowan,26:12:00,6,12,0.5,0,0,,4,6,0.667,4,10,2,1,1,0,1,16,-9,DAL,202406150DAL
Sevgi Uzun,17:24,1,5,0.2,0,3,0,0,0,,0,0,1,0,0,1,0,2,-17,DAL,202406150DAL
Breanna Stewart,37:50:00,7,15,0.467,0,2,0,0,0,,0,12,2,2,1,2,2,14,13,NYL,202406150LVA
Betnijah Laney,35:48:00,4,9,0.444,2,4,0.5,2,2,1,0,7,3,3,0,3,0,12,15,NYL,202406150LVA
Sabrina Ionescu,34:18:00,5,14,0.357,2,6,0.333,3,4,0.75,0,3,12,1,0,1,1,15,17,NYL,202406150LVA
Jonquel Jones,33:22:00,12,16,0.75,4,5,0.8,6,8,0.75,1,8,1,0,0,0,2,34,9,NYL,202406150LVA
Kayla Thornton,17:54,1,3,0.333,1,2,0.5,0,0,,1,2,0,0,0,1,0,3,-6,NYL,202406150LVA
A'ja Wilson,35:46:00,9,16,0.563,0,1,0,3,4,0.75,0,9,3,0,1,2,4,21,-19,LVA,202406150LVA
Kelsey Plum,31:58:00,8,13,0.615,2,5,0.4,4,5,0.8,0,2,3,0,0,3,3,22,-15,LVA,202406150LVA
Jackie Young,31:16:00,4,12,0.333,2,9,0.222,0,0,,0,2,6,0,0,3,5,10,-6,LVA,202406150LVA
Alysha Clark,31:12:00,5,9,0.556,3,6,0.5,0,0,,0,3,3,1,0,1,3,13,-1,LVA,202406150LVA
Kiah Stokes,20:45,0,4,0,0,3,0,0,0,,2,12,2,0,2,0,1,0,-3,LVA,202406150LVA
Rickea Jackson,34:04:00,7,13,0.538,1,3,0.333,1,1,1,0,3,2,1,0,2,4,16,-15,LAS,202406160ATL
Dearica Hamby,33:53:00,3,14,0.214,0,3,0,4,4,1,3,8,4,1,0,2,2,10,-7,LAS,202406160ATL
Cameron Brink,24:01:00,6,13,0.462,2,4,0.5,2,2,1,2,7,2,2,0,2,4,16,-15,LAS,202406160ATL
Kia Nurse,19:49,1,4,0.25,1,3,0.333,2,2,1,0,2,0,0,0,1,2,5,-7,LAS,202406160ATL
Layshia Clarendon,9:13,0,2,0,0,0,,0,0,,0,0,1,0,0,1,0,0,0,LAS,202406160ATL
Rhyne Howard,35:11:00,4,15,0.267,1,7,0.143,7,9,0.778,0,3,5,2,0,3,3,16,12,ATL,202406160ATL
Allisha Gray,33:35:00,9,14,0.643,3,5,0.6,4,4,1,0,3,2,3,0,0,2,25,24,ATL,202406160ATL
Tina Charles,28:23:00,9,14,0.643,0,1,0,2,3,0.667,4,11,2,0,1,0,2,20,25,ATL,202406160ATL
Haley Jones,25:55:00,1,6,0.167,0,0,,1,2,0.5,1,3,4,1,0,4,2,3,-1,ATL,202406160ATL
Nia Coffey,10:13,0,1,0,0,0,,0,0,,0,0,1,0,0,1,1,0,9,ATL,202406160ATL
Marina Mabrey,36:59:00,10,22,0.455,2,7,0.286,0,0,,0,3,4,2,0,1,1,22,-9,CHI,202406160IND
Kamilla Cardoso,35:09:00,4,11,0.364,0,0,,2,2,1,6,10,2,0,1,0,5,10,-9,CHI,202406160IND
Angel Reese,31:17:00,4,13,0.308,0,0,,3,3,1,5,13,5,2,1,1,5,11,-7,CHI,202406160IND
Chennedy Carter,27:43:00,8,14,0.571,0,0,,2,3,0.667,0,1,4,1,0,0,4,18,0,CHI,202406160IND
Lindsay Allen,26:57:00,1,4,0.25,0,0,,0,0,,0,2,2,2,0,0,1,2,-9,CHI,202406160IND
Aliyah Boston,37:20:00,9,13,0.692,0,0,,1,4,0.25,6,14,4,0,5,3,0,19,13,IND,202406160IND
Caitlin Clark,36:52:00,7,11,0.636,3,7,0.429,6,6,1,0,8,9,0,2,5,3,23,10,IND,202406160IND
Kelsey Mitchell,31:46:00,7,13,0.538,1,3,0.333,2,3,0.667,0,4,2,1,0,3,3,17,5,IND,202406160IND
NaLyssa Smith,30:14:00,6,10,0.6,0,0,,3,4,0.75,2,7,2,0,2,1,4,15,5,IND,202406160IND
Kristy Wallace,18:52,0,3,0,0,2,0,0,0,,0,2,5,0,0,0,0,0,3,IND,202406160IND
Nneka Ogwumike,38:23:00,7,18,0.389,0,3,0,1,2,0.5,5,11,0,2,0,1,3,15,-14,SEA,202406160PHO
Jewell Loyd,36:45:00,3,15,0.2,0,6,0,8,10,0.8,0,3,4,0,0,3,4,14,-14,SEA,202406160PHO
Ezi Magbegor,34:47:00,6,10,0.6,0,2,0,2,2,1,3,8,4,2,1,1,4,14,-12,SEA,202406160PHO
Skylar Diggins-Smith,30:37:00,6,15,0.4,2,6,0.333,0,0,,1,6,8,1,1,4,4,14,-8,SEA,202406160PHO
Victoria Vivians,6:45,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,3,-11,SEA,202406160PHO
Diana Taurasi,34:20:00,4,9,0.444,2,5,0.4,3,3,1,0,8,4,0,1,0,0,13,7,PHO,202406160PHO
Kahleah Copper,32:32:00,11,20,0.55,3,7,0.429,5,5,1,0,6,2,1,0,3,2,30,10,PHO,202406160PHO
Brittney Griner,30:45:00,10,15,0.667,1,2,0.5,7,7,1,2,9,1,1,2,3,4,28,15,PHO,202406160PHO
Natasha Cloud,30:31:00,0,3,0,0,1,0,3,4,0.75,0,5,8,0,0,2,6,3,6,PHO,202406160PHO
Rebecca Allen,25:42:00,3,7,0.429,1,2,0.5,0,0,,0,2,1,2,1,3,3,7,18,PHO,202406160PHO
Maddy Siegrist,40:00:00,8,17,0.471,1,4,0.25,0,1,0,5,7,2,1,1,1,0,17,-12,DAL,202406170MIN
Monique Billings,36:32:00,7,12,0.583,0,1,0,1,2,0.5,1,10,9,1,0,2,4,15,-8,DAL,202406170MIN
Sevgi Uzun,31:29:00,7,13,0.538,3,5,0.6,0,0,,0,2,6,2,1,7,3,17,-9,DAL,202406170MIN
Teaira McCowan,27:35:00,4,9,0.444,0,1,0,0,0,,2,4,0,0,0,1,1,8,-8,DAL,202406170MIN
Stephanie Soares,11:16,0,2,0,0,1,0,0,0,,0,2,0,0,0,2,0,0,-8,DAL,202406170MIN
Alanna Smith,37:48:00,5,12,0.417,0,2,0,2,2,1,3,9,3,5,1,2,3,12,11,MIN,202406170MIN
Napheesa Collier,36:25:00,5,17,0.294,0,3,0,6,6,1,3,7,3,3,1,0,3,16,16,MIN,202406170MIN
Kayla McBride,35:20:00,4,9,0.444,3,6,0.5,8,9,0.889,0,4,7,1,0,1,0,19,20,MIN,202406170MIN
Courtney Williams,26:01:00,3,11,0.273,0,2,0,0,0,,1,3,4,2,1,2,0,6,0,MIN,202406170MIN
Dorka JuhÃ¡sz,24:36:00,5,5,1,1,1,1,0,0,,1,4,2,0,2,1,1,11,6,MIN,202406170MIN
Dearica Hamby,30:20:00,3,8,0.375,0,1,0,2,4,0.5,0,5,3,0,0,3,3,8,-15,LAS,202406180CON
Aari McDonald,27:54:00,6,10,0.6,1,3,0.333,1,1,1,2,4,7,1,0,6,2,14,-4,LAS,202406180CON
Rickea Jackson,25:05:00,3,7,0.429,0,1,0,4,6,0.667,0,7,2,1,0,2,1,10,2,LAS,202406180CON
Kia Nurse,19:52,2,5,0.4,2,4,0.5,0,0,,0,0,0,1,0,3,1,6,-5,LAS,202406180CON
Cameron Brink,3:37,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,-4,LAS,202406180CON
Tyasha Harris,31:02:00,6,9,0.667,2,2,1,0,0,,0,0,2,1,0,0,3,14,19,CON,202406180CON
DeWanna Bonner,30:35:00,6,12,0.5,1,4,0.25,3,4,0.75,2,7,1,2,2,1,1,16,18,CON,202406180CON
Alyssa Thomas,28:52:00,4,5,0.8,0,0,,3,5,0.6,2,7,7,3,0,3,2,11,12,CON,202406180CON
DiJonai Carrington,28:26:00,6,12,0.5,0,1,0,0,0,,1,5,2,2,1,2,1,12,4,CON,202406180CON
Brionna Jones,24:37:00,6,11,0.545,0,0,,1,1,1,2,3,3,1,0,1,3,13,14,CON,202406180CON
Sabrina Ionescu,36:23:00,6,20,0.3,4,14,0.286,3,3,1,2,7,8,2,1,3,1,19,-12,NYL,202406180PHO
Jonquel Jones,36:17:00,6,11,0.545,3,6,0.5,2,2,1,0,6,7,2,1,3,5,17,-6,NYL,202406180PHO
Breanna Stewart,35:57:00,10,15,0.667,4,4,1,4,6,0.667,2,4,5,5,1,1,1,28,-8,NYL,202406180PHO
Betnijah Laney,34:16:00,4,12,0.333,2,6,0.333,2,3,0.667,2,9,5,1,0,4,2,12,1,NYL,202406180PHO
Kayla Thornton,22:10,4,7,0.571,4,6,0.667,0,0,,3,7,0,0,0,1,2,12,-17,NYL,202406180PHO
Rebecca Allen,33:01:00,6,8,0.75,5,7,0.714,0,0,,1,7,1,0,0,2,0,17,10,PHO,202406180PHO
Natasha Cloud,32:45:00,5,10,0.5,1,3,0.333,0,0,,1,4,4,1,0,5,2,11,-3,PHO,202406180PHO
Brittney Griner,31:16:00,8,13,0.615,0,1,0,3,4,0.75,1,4,2,0,2,2,3,19,15,PHO,202406180PHO
Kahleah Copper,31:09:00,7,13,0.538,1,4,0.25,2,3,0.667,0,2,7,2,0,4,3,17,4,PHO,202406180PHO
Diana Taurasi,30:36:00,6,13,0.462,4,7,0.571,3,3,1,0,9,5,0,1,3,3,19,11,PHO,202406180PHO
Ariel Atkins,35:04:00,10,17,0.588,2,8,0.25,5,7,0.714,0,1,2,1,1,3,3,27,-11,WAS,202406190IND
Karlie Samuelson,33:20:00,6,9,0.667,3,6,0.5,1,1,1,1,3,5,2,0,2,0,16,-6,WAS,202406190IND
Stefanie Dolson,31:27:00,5,11,0.455,4,7,0.571,0,0,,0,7,3,0,1,0,4,14,-8,WAS,202406190IND
Julie Vanloo,21:36,2,10,0.2,2,10,0.2,0,0,,0,3,8,1,0,4,3,6,-6,WAS,202406190IND
Aaliyah Edwards,20:21,1,6,0.167,0,0,,2,2,1,2,4,1,0,0,0,3,4,-4,WAS,202406190IND
Kelsey Mitchell,38:10:00,8,11,0.727,4,5,0.8,2,4,0.5,1,3,1,0,0,1,1,22,5,IND,202406190IND
Aliyah Boston,36:37:00,8,11,0.727,1,1,1,5,5,1,1,8,2,1,1,2,5,22,4,IND,202406190IND
Caitlin Clark,36:37:00,6,12,0.5,2,6,0.333,4,4,1,1,12,6,4,0,6,2,18,12,IND,202406190IND
NaLyssa Smith,30:39:00,3,8,0.375,0,2,0,5,6,0.833,1,7,2,1,1,0,3,11,11,IND,202406190IND
Kristy Wallace,18:14,1,5,0.2,0,4,0,2,4,0.5,0,1,3,1,1,1,3,4,8,IND,202406190IND
Jewell Loyd,34:30:00,0,9,0,0,3,0,1,1,1,0,2,4,0,0,2,2,1,-5,SEA,202406190LVA
Ezi Magbegor,34:25:00,6,10,0.6,0,1,0,7,7,1,4,13,2,1,0,2,3,19,-14,SEA,202406190LVA
Nneka Ogwumike,32:20:00,9,17,0.529,1,1,1,2,3,0.667,2,4,2,4,0,3,3,21,-15,SEA,202406190LVA
Skylar Diggins-Smith,31:34:00,4,11,0.364,0,1,0,2,2,1,0,2,6,3,0,3,1,10,-21,SEA,202406190LVA
Victoria Vivians,13:13,2,4,0.5,1,1,1,0,0,,0,1,0,0,0,0,2,5,-16,SEA,202406190LVA
Jackie Young,34:48:00,11,19,0.579,2,6,0.333,8,8,1,0,4,2,2,0,7,2,32,18,LVA,202406190LVA
Kelsey Plum,34:29:00,4,8,0.5,2,5,0.4,1,2,0.5,0,1,8,1,0,2,3,11,8,LVA,202406190LVA
A'ja Wilson,32:27:00,11,18,0.611,0,0,,5,7,0.714,2,9,3,4,2,0,2,27,13,LVA,202406190LVA
Tiffany Hayes,24:05:00,4,8,0.5,1,3,0.333,1,2,0.5,0,5,1,2,0,0,3,10,4,LVA,202406190LVA
Kiah Stokes,21:23,1,1,1,1,1,1,0,0,,0,4,1,1,0,0,2,3,7,LVA,202406190LVA
Allisha Gray,38:21:00,1,16,0.063,0,8,0,5,8,0.625,1,8,4,2,0,3,0,7,-8,ATL,202406190MIN
Tina Charles,32:21:00,7,18,0.389,0,2,0,0,0,,2,10,0,1,1,1,3,14,-3,ATL,202406190MIN
Nia Coffey,25:59:00,3,6,0.5,3,4,0.75,2,2,1,3,8,3,0,4,0,2,11,-5,ATL,202406190MIN
Haley Jones,25:22:00,5,8,0.625,1,1,1,0,2,0,1,6,2,1,0,5,3,11,-10,ATL,202406190MIN
Rhyne Howard,24:13:00,1,9,0.111,0,6,0,4,6,0.667,3,5,1,0,1,0,1,6,-4,ATL,202406190MIN
Bridget Carleton,30:20:00,5,8,0.625,4,5,0.8,0,0,,3,8,1,1,0,2,1,14,13,MIN,202406190MIN
